"vote88","pri82","pan82","novote82","deathok","forinvok","limimp","paydebt","keepind","polint","auth","natecon","futecok","persecon","futperok","school","age","female","prof","working","union","townsize","north","south","zmgm","religion","pristr","othcok","othsocok","ratemdm","traitmjc","traitccs","one"
1,0,0,0,1,3,3,3,1,4,2,3,3,3,3,7,21,1,0,0,1,3,1,0,0,3,3,2,2,10,0,0,1
1,1,0,0,1,3,1,3,1,3,3,2,3,3,4,7,39,0,0,0,0,3,1,0,0,4,3,1,1,10,0,0,1
1,0,0,0,1,3,1,3,1,4,2,2,3,2,4,8,19,0,0,0,0,3,1,0,0,3,3,1,1,8,0,0,1
2,1,0,0,1,3,3,1,1,2,2,2,1,1,3,2,49,1,0,0,0,3,1,0,0,4,1,3,2,6,3,0,1
3,1,0,0,2,3,1,3,1,1,4,2,2,3,5,9,59,0,1,0,0,3,1,0,0,2,1,3,1,6,1,3,1
1,0,1,0,1,3,1,3,1,4,2,2,1,3,4,9,29,0,1,0,0,3,1,0,0,2,2,2,1,6,3,0,1
3,0,0,0,3,1,3,1,3,2,2,2,1,2,4,4,23,1,0,0,0,1,1,0,0,5,1,3,1,6,0,4,1
1,1,0,0,1,3,1,3,1,4,4,2,3,3,4,5,31,0,0,0,0,1,1,0,0,2,3,1,1,9,0,0,1
1,1,0,0,1,3,1,3,1,4,3,2,2,3,5,8,44,0,0,0,0,1,1,0,0,6,3,1,1,8,1,1,1
1,1,0,0,1,3,3,3,1,1,3,1,2,1,3,5,29,1,0,0,1,1,1,0,0,5,3,3,1,6,2,0,1
1,1,0,0,1,3,1,3,3,3,3,2,3,3,4,5,30,0,0,0,0,1,1,0,0,4,3,1,1,10,0,0,1
3,1,0,0,1,2,1,3,3,3,2,2,1,2,2,3,50,0,0,0,0,1,1,0,0,3,1,3,1,6,0,4,1
1,1,0,0,1,3,3,3,1,2,2,3,3,3,4,7,32,1,0,0,0,1,1,0,0,5,3,1,1,8,0,0,1
3,1,0,0,1,3,3,3,1,1,3,2,1,3,4,6,27,1,0,0,0,1,1,0,0,5,1,3,1,6,0,3,1
1,0,0,0,3,1,1,3,3,3,2,2,1,3,4,7,22,0,0,0,0,1,1,0,0,3,3,1,2,7,0,0,1
1,0,0,0,3,3,3,3,3,3,2,2,1,2,4,4,23,1,0,0,0,1,1,0,0,5,2,2,1,8,0,0,1
1,1,0,0,1,3,1,3,1,3,2,2,3,2,4,3,42,1,0,0,0,1,1,0,0,6,3,1,1,8,0,0,1
1,1,0,0,3,3,1,3,2,2,3,1,3,2,5,2,34,1,0,0,0,4,1,0,0,5,3,2,1,10,0,0,1
1,1,0,0,1,3,1,3,1,3,2,3,3,3,5,7,27,1,1,0,1,4,1,0,0,3,3,1,1,10,0,0,1
1,1,0,0,1,3,3,3,1,3,3,3,2,3,4,1,45,0,0,0,0,4,1,0,0,2,3,1,1,9,0,0,1
1,1,0,0,1,2,1,1,1,3,2,2,3,3,3,7,40,0,0,0,1,4,1,0,0,4,2,3,1,8,1,0,1
2,0,0,0,3,3,2,2,1,4,2,2,2,3,4,8,42,0,0,1,1,4,1,0,0,2,1,3,2,8,1,0,1
1,0,0,0,3,1,3,3,3,2,2,2,1,3,1,8,23,1,0,0,0,4,1,0,0,4,2,2,2,7,0,0,1
2,0,1,0,1,1,1,3,1,4,3,2,2,3,1,9,34,1,0,0,0,4,1,0,0,4,1,3,2,8,3,0,1
2,0,1,0,1,1,1,1,1,3,3,2,3,3,4,2,48,0,0,1,0,4,1,0,0,4,1,3,2,6,0,4,1
1,1,0,0,1,1,1,1,3,4,3,3,3,3,4,4,26,1,0,0,0,4,1,0,0,5,1,1,1,10,0,0,1
1,1,0,0,1,1,1,3,1,2,3,3,2,2,2,9,50,1,1,0,1,4,1,0,0,6,3,1,1,8,0,0,1
2,0,0,0,1,3,1,1,1,1,2,3,2,3,4,6,20,1,0,0,0,4,1,0,0,5,3,3,1,8,2,0,1
2,0,0,1,1,3,1,3,3,4,3,2,3,2,3,3,36,0,0,0,1,4,1,0,0,2,3,2,2,8,0,0,1
2,1,0,0,1,1,1,3,3,2,3,2,3,2,4,6,26,0,0,1,0,4,1,0,0,5,3,3,1,9,2,0,1
2,0,1,0,3,3,1,3,3,1,3,1,3,3,4,3,30,0,0,1,0,4,1,0,0,5,2,3,1,9,2,0,1
1,1,0,0,1,3,1,3,1,2,3,2,1,3,4,7,32,0,0,0,0,2,1,0,0,2,1,3,2,9,1,0,1
1,1,0,0,3,2,1,1,2,2,2,2,1,3,4,2,53,1,0,0,0,2,1,0,0,4,1,2,1,10,0,0,1
2,0,1,0,3,1,3,3,3,2,2,1,3,3,4,9,28,0,1,0,0,2,1,0,0,2,1,3,1,6,0,0,1
2,0,0,0,3,2,1,1,2,1,2,1,1,3,2,5,35,1,0,0,0,2,1,0,0,5,1,3,1,5,0,3,1
2,0,0,0,1,3,3,3,1,1,2,2,1,2,4,6,23,0,0,1,0,2,1,0,0,1,2,2,2,5,4,0,1
1,1,0,0,3,2,1,3,3,3,3,2,1,3,2,9,31,0,1,0,0,2,1,0,0,5,1,2,2,6,0,2,1
1,1,0,0,1,2,3,3,3,2,2,3,2,3,2,7,40,0,0,0,1,2,1,0,0,2,2,2,2,10,0,0,1
1,1,0,0,1,3,1,3,3,4,2,3,2,3,3,3,34,1,0,0,1,2,1,0,0,6,2,1,1,8,0,0,1
1,1,0,0,1,1,1,3,1,1,3,2,1,3,5,5,39,1,0,0,1,2,1,0,0,5,3,1,1,9,0,0,1
1,0,1,0,1,2,1,3,3,2,3,2,2,3,2,3,51,1,0,0,0,2,1,0,0,5,2,2,2,8,1,0,1
1,0,0,0,1,3,1,3,1,3,2,2,2,3,4,8,20,1,0,0,0,2,1,0,0,3,2,3,2,5,1,0,1
1,0,0,1,3,3,3,3,3,2,2,2,1,3,4,6,27,1,0,0,0,2,1,0,0,4,2,3,2,8,0,0,1
1,0,0,1,3,2,1,1,3,1,3,3,3,3,4,7,27,1,0,0,1,2,1,0,0,5,3,3,1,9,0,0,1
1,1,0,0,3,3,3,3,3,3,2,2,3,3,4,8,40,0,0,0,0,2,1,0,0,4,3,2,1,9,0,0,1
1,1,0,0,3,3,3,3,3,3,3,2,3,2,2,5,43,0,0,1,0,2,1,0,0,4,2,2,1,10,0,3,1
2,0,0,1,1,1,1,3,1,3,3,2,1,3,4,7,25,1,0,0,0,2,1,0,0,3,1,3,2,3,4,0,1
1,0,0,1,1,3,1,3,1,4,3,1,3,1,5,8,38,0,0,0,0,2,1,0,0,2,1,3,2,5,2,0,1
1,0,0,0,3,1,3,3,1,2,3,2,2,3,3,7,23,0,1,0,1,2,1,0,0,5,2,3,1,8,1,0,1
1,1,0,0,3,1,3,1,3,3,3,2,2,2,3,7,25,1,1,0,1,2,1,0,0,3,2,2,1,8,1,0,1
1,1,0,0,1,1,1,3,3,3,3,2,2,3,4,7,25,0,0,0,0,2,1,0,0,3,2,3,2,2,0,3,1
2,1,0,0,1,1,1,2,3,1,3,2,1,2,2,3,31,1,0,0,0,1,1,0,0,2,3,2,1,8,2,0,1
1,1,0,0,3,3,1,3,3,2,3,2,2,3,2,9,33,1,1,0,1,1,1,0,0,4,1,3,2,8,0,0,1
2,0,0,0,3,3,3,1,1,2,4,2,1,2,3,7,30,0,0,0,0,1,1,0,0,2,1,3,1,1,3,0,1
1,1,0,0,3,2,2,3,2,2,3,2,3,2,3,2,58,0,0,1,1,1,1,0,0,3,2,2,1,8,0,0,1
2,1,0,0,3,3,3,3,1,3,1,3,2,3,4,3,60,1,0,0,0,4,1,0,0,5,1,3,2,9,2,0,1
1,1,0,0,1,3,1,3,1,3,1,2,3,1,4,7,46,0,0,0,0,4,1,0,0,5,3,1,1,10,0,0,1
1,1,0,0,3,3,1,3,1,4,2,2,2,2,4,7,45,0,0,0,0,4,1,0,0,5,2,2,1,5,1,0,1
1,0,0,0,3,2,3,3,1,4,3,3,2,3,3,5,20,1,0,0,0,4,1,0,0,3,2,2,1,8,0,1,1
1,0,0,1,1,3,1,3,1,3,2,3,1,2,2,9,36,0,0,0,0,4,1,0,0,2,2,1,1,6,0,0,1
1,0,0,0,1,3,1,3,3,3,2,2,1,3,4,3,45,1,0,0,1,4,1,0,0,5,1,2,1,9,1,0,1
1,1,0,0,1,3,1,3,1,2,3,3,3,3,5,5,22,0,0,1,0,4,1,0,0,5,3,3,2,9,0,0,1
1,0,0,0,1,1,3,1,3,3,3,3,2,3,4,5,18,1,0,0,1,4,1,0,0,5,2,2,2,10,0,0,1
3,0,0,0,1,3,1,3,2,1,2,2,1,3,4,8,23,0,0,0,0,4,1,0,0,2,2,3,1,5,4,0,1
2,0,1,0,3,2,3,3,2,1,2,2,1,2,4,2,49,1,0,0,0,4,1,0,0,5,2,1,2,8,4,0,1
1,1,0,0,1,3,1,3,1,4,1,2,3,3,5,9,39,0,1,0,0,4,1,0,0,6,3,2,2,8,2,0,1
2,0,0,1,3,3,1,3,1,3,3,1,1,3,4,7,40,0,0,0,0,4,1,0,0,5,1,3,1,9,0,0,1
2,0,1,0,3,3,2,3,1,2,2,3,1,2,2,6,30,0,0,0,0,4,1,0,0,3,1,2,1,6,1,0,1
1,1,0,0,1,3,3,3,1,4,2,3,3,3,4,9,40,0,1,0,1,3,1,0,0,1,3,1,1,10,0,0,1
1,0,0,0,1,3,3,2,1,2,2,3,3,3,4,8,20,0,0,0,0,3,1,0,0,1,3,1,1,10,0,0,1
1,1,0,0,3,1,3,1,1,2,3,3,1,2,4,3,29,1,0,0,0,3,1,0,0,5,2,2,1,5,0,4,1
1,1,0,0,1,3,1,1,1,3,1,3,2,3,3,7,38,1,0,0,0,3,1,0,0,5,2,2,2,8,0,0,1
1,1,0,0,1,3,3,1,3,2,2,3,2,3,2,4,36,0,0,0,1,3,1,0,0,3,3,1,1,8,0,0,1
1,1,0,0,1,1,3,1,2,2,4,1,1,3,2,5,41,1,0,0,1,3,1,0,0,5,2,3,2,8,0,4,1
1,1,0,0,3,1,1,3,3,3,1,2,2,3,3,2,56,0,0,0,0,3,1,0,0,5,2,1,1,7,0,0,1
2,0,0,1,1,3,1,3,3,1,3,3,3,3,4,4,20,1,0,0,0,3,1,0,0,5,3,3,1,8,1,0,1
1,1,0,0,3,1,3,1,3,4,2,3,3,3,4,9,27,0,1,0,0,3,1,0,0,5,3,3,1,10,0,0,1
3,1,0,0,1,3,3,3,1,1,2,2,1,3,4,5,30,0,0,1,1,3,1,0,0,2,3,1,1,5,0,2,1
3,0,0,1,3,2,3,3,3,1,3,2,1,3,5,3,34,1,0,0,0,3,1,0,0,3,1,2,1,10,0,2,1
1,0,0,0,3,3,3,3,1,3,2,2,3,3,4,6,20,0,0,0,0,3,1,0,0,2,3,1,1,9,2,0,1
2,0,0,0,1,3,3,1,3,3,2,2,2,3,3,8,21,0,0,0,0,3,1,0,0,3,2,2,2,8,2,0,1
3,0,0,0,1,1,1,3,3,3,3,2,3,2,5,6,18,0,0,0,0,3,1,0,0,1,3,3,2,7,0,3,1
1,1,0,0,3,1,3,1,1,4,4,2,1,2,1,5,58,0,0,1,1,3,1,0,0,1,1,3,1,8,0,4,1
2,0,0,1,3,3,3,3,2,1,1,2,2,3,3,8,30,0,0,0,1,3,1,0,0,2,2,3,2,8,1,0,1
1,1,0,0,1,2,3,1,1,1,2,2,1,2,2,2,55,1,0,0,0,1,1,0,0,4,3,2,1,10,0,4,1
1,1,0,0,3,1,1,1,1,2,2,2,2,3,4,8,47,1,0,0,0,1,1,0,0,5,2,2,2,5,0,0,1
1,1,0,0,1,2,3,3,3,1,2,2,3,3,4,4,55,1,0,0,0,1,1,0,0,1,2,1,1,10,0,0,1
3,0,0,0,1,3,3,3,3,3,2,3,2,2,3,8,22,0,0,0,0,1,1,0,0,2,3,3,2,8,0,0,1
1,1,0,0,3,3,3,3,3,1,3,3,2,3,3,2,51,0,0,1,0,1,1,0,0,4,2,2,2,7,0,1,1
1,1,0,0,3,1,3,1,3,3,3,2,2,3,3,5,50,1,0,0,0,1,1,0,0,6,2,1,1,8,0,1,1
1,0,0,0,1,3,3,3,3,2,3,2,2,3,5,8,18,0,0,0,0,1,1,0,0,3,2,2,1,8,0,0,1
1,0,0,0,1,3,1,1,3,3,2,1,2,2,4,6,22,0,0,1,0,1,1,0,0,1,1,3,2,8,3,0,1
2,1,0,0,1,1,1,3,3,2,2,3,2,3,3,7,21,0,0,1,0,1,1,0,0,5,2,2,2,8,4,0,1
1,1,0,0,3,1,3,3,3,2,3,2,2,3,2,7,24,0,1,0,0,1,1,0,0,3,3,1,2,8,0,0,1
3,0,0,1,1,3,3,1,3,2,3,3,3,3,5,4,29,0,0,0,0,1,1,0,0,4,2,3,2,9,0,0,1
1,1,0,0,1,3,2,3,3,3,2,2,2,4,3,9,34,0,1,0,0,4,1,0,0,4,2,2,1,8,0,0,1
1,1,0,0,1,3,3,1,1,2,4,1,1,3,4,8,23,0,1,0,0,4,1,0,0,3,3,3,1,8,0,1,1
1,1,0,0,1,2,1,3,3,2,1,2,2,3,3,3,60,0,0,0,0,4,1,0,0,4,2,2,2,9,0,1,1
1,1,0,0,3,3,1,3,1,2,2,3,3,3,4,9,34,0,1,0,0,4,1,0,0,4,3,1,1,7,0,1,1
1,1,0,0,3,1,1,3,1,1,2,2,3,3,2,1,45,1,0,0,1,4,1,0,0,5,2,2,2,1,0,0,1
1,1,0,0,3,3,1,1,1,3,2,3,2,3,3,9,38,0,1,0,0,4,1,0,0,3,3,1,1,8,0,0,1
1,1,0,0,3,3,1,1,1,4,2,2,3,3,4,9,36,0,1,0,0,4,1,0,0,5,3,1,1,8,0,0,1
1,1,0,0,1,3,1,1,3,1,1,2,2,3,4,7,60,1,0,0,0,4,1,0,0,6,3,1,2,9,0,0,1
1,1,0,0,3,3,3,3,1,4,4,2,2,4,5,8,23,1,0,0,0,4,1,0,0,4,2,2,1,7,0,0,1
1,1,0,0,1,3,3,3,3,2,2,2,2,4,5,9,34,0,1,0,0,4,1,0,0,5,3,2,1,9,0,0,1
1,1,0,0,2,3,1,1,3,3,2,1,1,3,2,9,32,1,1,0,1,4,1,0,0,2,3,2,1,8,0,0,1
1,0,0,1,3,3,1,3,1,3,2,3,2,3,4,7,18,0,0,0,0,4,1,0,0,5,3,1,1,8,0,0,1
1,1,0,0,3,3,1,3,3,4,2,3,2,3,4,7,24,0,0,0,1,4,1,0,0,5,3,1,1,8,0,0,1
1,1,0,0,2,3,3,3,1,2,3,2,1,3,4,2,37,1,0,0,1,4,1,0,0,5,2,1,2,7,0,0,1
2,1,0,0,1,3,1,3,1,2,1,2,2,3,4,2,47,0,0,0,0,4,1,0,0,5,1,3,2,10,1,0,1
1,1,0,0,1,3,1,3,3,1,3,1,2,3,3,2,48,1,0,0,1,4,1,0,0,3,3,2,1,10,4,0,1
3,1,0,0,3,1,3,3,3,2,1,2,1,3,1,3,27,1,0,0,0,4,1,0,0,6,2,3,2,9,0,3,1
1,1,0,0,1,3,2,2,1,4,4,3,3,3,3,9,42,1,1,0,1,4,1,0,0,1,2,1,1,10,0,0,1
3,1,0,0,3,3,1,3,1,2,3,2,2,3,4,3,33,1,0,0,0,4,1,0,0,5,2,3,1,10,0,1,1
3,0,1,0,3,1,3,1,1,4,2,1,3,3,4,2,60,0,0,0,1,4,1,0,0,1,1,3,1,5,0,3,1
3,0,0,1,3,3,1,2,1,3,2,2,1,2,3,3,28,1,0,0,0,4,1,0,0,5,1,3,2,8,0,4,1
1,0,0,1,1,3,1,3,1,3,3,2,2,3,2,6,29,1,0,0,0,4,1,0,0,4,1,1,1,8,1,2,1
3,0,0,0,1,1,3,3,3,2,3,2,2,3,3,3,52,1,0,0,1,4,1,0,0,5,1,3,1,5,1,1,1
3,1,0,0,1,3,3,3,3,4,3,2,2,3,4,5,41,1,0,0,0,4,1,0,0,5,2,3,1,9,0,1,1
1,0,0,1,1,3,1,3,1,2,1,1,1,3,4,5,47,0,0,0,0,4,1,0,0,5,1,3,2,6,2,0,1
3,1,0,0,1,3,1,3,1,4,2,1,2,3,2,9,42,0,1,0,1,4,1,0,0,2,1,3,1,7,0,4,1
1,1,0,0,1,1,3,3,1,3,3,2,3,3,3,9,37,0,1,0,1,4,1,0,0,2,1,1,1,6,0,0,1
2,1,0,0,1,1,1,3,1,2,3,2,1,2,4,5,40,0,0,0,1,4,1,0,0,2,1,2,2,5,3,0,1
1,1,0,0,1,3,1,3,3,2,2,2,3,3,2,5,29,1,0,0,1,4,1,0,0,5,2,2,1,1,0,0,1
1,0,0,0,1,3,3,3,1,3,2,2,2,3,5,6,18,1,0,0,0,4,1,0,0,5,2,1,1,8,2,0,1
3,0,1,0,1,3,3,3,1,3,3,2,1,3,2,4,34,1,0,0,1,4,1,0,0,1,1,3,2,8,0,4,1
1,1,0,0,1,3,3,3,2,3,3,3,3,3,3,2,29,0,0,0,0,4,1,0,0,5,2,1,1,9,0,0,1
1,1,0,0,3,3,3,3,1,2,2,3,3,3,5,5,29,0,0,0,0,4,1,0,0,2,2,2,1,10,0,0,1
1,1,0,0,1,2,3,3,2,3,2,2,3,3,4,5,30,0,0,1,1,4,1,0,0,2,2,2,1,10,0,0,1
1,1,0,0,3,2,3,3,3,2,3,2,1,2,3,8,29,0,0,0,1,4,1,0,0,4,3,2,2,7,0,1,1
2,0,0,1,1,3,3,3,1,2,3,3,1,3,3,3,56,1,0,0,0,4,1,0,0,5,1,1,1,7,1,0,1
1,0,0,0,3,3,3,3,1,4,3,3,3,3,4,7,22,1,0,0,0,4,1,0,0,3,2,3,1,6,0,0,1
1,1,0,0,1,3,3,3,3,3,3,3,3,3,5,9,35,0,1,0,1,4,1,0,0,2,3,3,1,8,0,0,1
1,1,0,0,3,3,1,3,1,3,3,1,1,3,4,5,40,0,0,0,0,4,1,0,0,1,1,2,2,5,0,2,1
1,0,0,1,1,1,1,3,1,2,2,4,3,4,5,5,24,1,0,0,1,4,1,0,0,4,3,3,2,10,0,0,1
1,1,0,0,3,2,1,3,1,1,4,1,2,2,4,9,26,0,1,0,1,4,1,0,0,5,1,3,2,6,0,4,1
1,0,0,0,1,3,3,3,1,3,2,3,3,3,4,8,19,0,0,0,0,4,1,0,0,5,2,1,1,9,0,0,1
1,0,0,0,1,3,1,3,1,3,2,2,3,3,5,8,22,1,0,0,0,4,1,0,0,5,1,1,1,8,1,0,1
1,1,0,0,1,3,1,3,1,3,3,3,3,3,4,8,42,0,0,0,0,4,1,0,0,5,3,1,2,8,0,0,1
2,1,0,0,1,3,3,3,1,2,3,2,1,3,2,9,42,1,0,0,0,4,1,0,0,6,1,2,2,7,1,1,1
1,1,0,0,3,1,3,2,3,1,3,4,3,3,5,9,20,0,1,0,1,4,1,0,0,5,3,1,1,7,0,0,1
3,0,1,0,3,3,1,3,3,3,2,1,2,2,3,6,27,0,0,1,0,4,0,0,0,3,2,3,2,9,0,4,1
3,0,1,0,3,3,3,3,3,3,2,3,2,2,4,5,32,1,0,0,0,4,0,0,0,4,2,3,2,8,0,3,1
1,1,0,0,3,3,1,3,1,4,2,2,2,2,4,9,60,1,1,0,1,4,0,0,0,6,3,1,1,9,0,0,1
1,0,0,0,2,3,1,3,3,3,3,2,1,3,4,6,18,0,0,0,0,4,0,0,0,3,2,2,2,7,0,0,1
1,1,0,0,3,3,3,3,1,3,3,3,1,3,3,9,28,0,1,0,1,4,0,0,0,2,1,1,1,8,1,0,1
1,0,0,0,3,1,3,3,3,3,3,1,1,3,4,8,20,1,0,0,0,4,0,0,0,4,3,3,1,7,0,0,1
1,1,0,0,1,3,1,3,3,4,2,1,3,2,2,9,43,0,0,0,0,4,0,0,0,4,2,2,2,8,0,0,1
3,0,1,0,3,3,1,3,3,4,2,3,2,3,3,5,46,0,0,1,0,4,0,0,0,4,1,2,2,8,0,1,1
1,0,0,0,3,3,3,3,3,2,3,1,1,3,5,9,23,1,1,0,0,4,0,0,0,3,2,1,1,7,0,1,1
3,0,1,0,3,3,1,3,1,1,2,1,1,3,4,6,52,0,0,0,1,4,0,0,0,5,1,3,2,1,0,3,1
3,0,0,0,1,3,1,3,3,2,2,1,2,3,4,8,20,0,0,0,0,4,0,0,0,3,1,2,2,1,0,2,1
1,0,1,0,1,3,1,3,1,1,3,2,1,3,4,7,39,1,0,0,1,4,0,0,0,5,3,1,1,8,0,1,1
2,1,0,0,1,1,3,3,3,1,2,2,1,2,4,3,42,1,0,0,0,4,0,0,0,4,2,3,1,6,0,0,1
2,1,0,0,1,3,3,3,3,1,3,2,1,2,1,5,50,0,0,0,0,4,0,0,0,5,2,2,1,7,0,0,1
1,0,0,1,3,3,1,3,3,3,2,1,2,3,4,6,32,0,0,1,1,4,0,0,0,3,1,2,2,7,1,0,1
1,1,0,0,1,3,1,3,3,2,2,2,2,3,3,8,29,1,0,0,0,4,0,0,0,5,3,2,1,8,0,0,1
1,1,0,0,3,3,1,3,3,2,2,2,1,2,3,5,57,0,0,0,0,4,0,0,0,5,3,1,1,9,0,0,1
1,1,0,0,3,3,1,3,3,2,2,3,2,3,4,5,49,0,0,1,0,4,0,0,0,4,3,2,2,9,0,1,1
2,0,0,1,1,1,3,3,3,2,2,2,2,3,2,7,26,1,0,0,0,4,0,0,0,4,3,3,1,8,0,0,1
2,0,1,0,3,3,3,3,3,4,2,1,1,3,4,9,43,1,0,0,0,1,0,0,0,4,1,3,2,7,4,0,1
1,1,0,0,3,3,1,3,3,4,2,3,2,3,3,9,44,0,0,0,0,1,0,0,0,4,3,1,1,10,0,0,1
1,0,0,1,3,3,1,3,3,3,2,2,2,3,4,8,24,1,0,0,0,1,0,0,0,4,2,2,1,9,0,0,1
1,1,0,0,3,3,1,3,3,3,3,1,1,2,2,5,40,0,0,1,0,1,0,0,0,4,3,1,1,9,0,0,1
1,1,0,0,1,3,1,3,1,4,3,2,2,2,3,7,31,0,0,0,1,1,0,0,0,3,1,2,1,8,0,1,1
3,1,0,0,1,1,3,3,3,3,2,1,1,3,4,5,28,0,0,0,0,1,0,0,0,2,1,3,1,5,0,3,1
1,1,0,0,3,3,1,3,1,2,3,3,3,3,4,4,28,0,0,0,1,1,0,0,0,4,2,1,1,8,0,0,1
1,0,0,0,3,3,1,1,3,1,2,3,1,3,3,3,28,1,0,0,0,1,0,0,0,2,2,3,1,8,0,2,1
1,0,0,1,1,3,1,3,3,3,2,1,1,2,2,5,24,0,0,1,0,1,0,0,0,3,3,1,1,6,0,0,1
2,0,0,0,3,3,3,3,1,4,4,1,1,3,3,9,63,0,1,0,0,1,0,0,0,1,1,3,1,6,2,0,1
2,0,1,0,3,3,3,3,3,3,2,1,1,2,2,5,27,0,0,1,0,1,0,0,0,4,2,3,2,8,1,1,1
3,0,0,0,3,3,1,3,3,1,3,1,2,2,3,5,21,0,0,0,0,1,0,0,0,4,1,3,2,9,0,3,1
1,0,0,0,3,3,2,3,2,2,2,2,1,2,3,2,22,0,0,1,0,1,0,0,0,4,3,2,2,9,0,0,1
1,1,0,0,3,1,1,3,3,2,3,2,3,3,4,3,39,0,0,1,0,1,0,0,0,4,3,1,1,5,0,0,1
1,1,0,0,3,2,2,3,1,1,1,1,1,2,2,1,49,0,0,1,0,1,0,0,0,4,3,3,1,1,0,0,1
1,0,1,0,1,3,3,3,3,4,3,1,1,2,2,2,34,0,0,0,1,1,0,0,0,5,3,1,1,10,0,0,1
1,1,0,0,1,1,3,3,3,3,2,2,3,3,1,2,47,1,0,0,0,1,0,0,0,5,3,1,1,8,0,0,1
1,1,0,0,3,3,1,3,1,2,3,3,3,2,4,7,24,1,0,0,0,4,0,0,0,5,3,2,2,9,0,0,1
2,0,0,0,1,3,1,3,3,1,3,1,1,2,2,3,56,0,0,1,0,4,0,0,0,5,1,2,1,6,1,2,1
2,0,1,0,3,3,1,3,1,4,2,1,1,3,4,6,38,1,0,0,0,4,0,0,0,1,1,3,2,6,3,0,1
2,0,1,0,3,3,1,3,1,2,2,3,1,2,3,5,50,0,0,0,0,4,0,0,0,1,1,3,2,6,1,1,1
2,0,1,0,1,1,3,3,1,1,3,2,1,3,3,9,25,1,0,0,0,4,0,0,0,5,1,3,1,7,0,3,1
2,0,1,0,3,3,3,1,1,2,3,1,1,1,3,7,33,1,0,0,0,4,0,0,0,5,1,3,2,4,4,0,1
2,0,0,0,1,3,1,1,1,4,3,1,2,3,4,5,27,0,0,0,0,4,0,0,0,1,1,3,1,3,4,0,1
2,0,1,0,1,3,3,3,3,3,1,2,2,3,4,7,32,1,0,0,0,4,0,0,0,5,3,3,2,7,4,0,1
2,0,1,0,1,1,1,3,3,1,3,2,1,2,5,4,42,0,0,1,1,4,0,0,0,5,1,3,1,4,3,0,1
2,0,0,0,3,3,1,2,1,3,2,2,1,2,2,7,18,0,0,0,0,4,0,0,0,5,1,2,1,3,2,0,1
2,0,1,0,1,3,3,2,2,1,3,1,2,3,4,5,28,1,0,0,1,4,0,0,0,5,1,3,2,8,0,1,1
2,0,0,0,3,1,1,1,3,3,3,1,1,3,3,5,21,1,1,0,0,4,0,0,0,3,2,2,2,8,2,0,1
3,0,1,0,1,3,1,2,1,4,2,2,2,3,4,9,31,0,1,0,0,4,0,0,0,4,2,3,1,6,0,3,1
1,1,0,0,1,1,3,3,1,2,3,1,1,3,4,6,24,0,0,0,0,4,0,0,0,5,1,3,2,9,0,3,1
1,0,0,0,1,3,3,3,3,3,3,3,3,3,5,8,21,0,0,0,0,4,0,0,0,5,2,2,1,9,2,1,1
1,1,0,0,3,3,1,3,3,2,3,1,1,2,4,4,38,1,0,0,0,4,0,0,0,5,2,1,1,5,0,2,1
3,0,0,1,3,2,3,2,1,3,1,2,1,1,3,9,32,1,1,0,0,4,0,0,0,5,1,3,2,1,0,3,1
